Tract,Instrument,Order by Date,Image Path,Vol,Page,Inst. No.,File Date,Inst./Eff. Date,Grantor,Grantee,Land Desc.,Interest,Remarks
T08,Royalty Deed 02138,1998-02-10,phase0/import-stress/T08/image-02138.pdf,438,139,P0-02138,1998-02-11,1998-02-10,Phase 0 Grantor 005,Phase 0 Grantee 105,"Section 8, Block 3, Raven Forest Survey, Walker County, Texas",1/28,Deterministic import stress row 02138
T09,Oil and Gas Lease 02139,1999-03-11,phase0/import-stress/T09/image-02139.pdf,439,140,P0-02139,1999-03-12,1999-03-11,Phase 0 Grantor 006,Phase 0 Grantee 106,"Section 9, Block 4, Raven Forest Survey, Walker County, Texas",1/29,Deterministic import stress row 02139
T10,Assignment 02140,2000-04-12,phase0/import-stress/T10/image-02140.pdf,440,141,P0-02140,2000-04-13,2000-04-12,Phase 0 Grantor 007,Phase 0 Grantee 107,"Section 10, Block 5, Raven Forest Survey, Walker County, Texas",1/30,Deterministic import stress row 02140
T01,Ratification 02141,2001-05-13,phase0/import-stress/T01/image-02141.pdf,441,142,P0-02141,2001-05-14,2001-05-13,Phase 0 Grantor 008,Phase 0 Grantee 108,"Section 1, Block 6, Raven Forest Survey, Walker County, Texas",1/31,Deterministic import stress row 02141
T02,Warranty Deed 02142,2002-06-14,phase0/import-stress/T02/image-02142.pdf,442,143,P0-02142,2002-06-15,2002-06-14,Phase 0 Grantor 009,Phase 0 Grantee 109,"Section 2, Block 7, Raven Forest Survey, Walker County, Texas",1/32,Deterministic import stress row 02142
T03,Mineral Deed 02143,2003-07-15,phase0/import-stress/T03/image-02143.pdf,443,144,P0-02143,2003-07-16,2003-07-15,Phase 0 Grantor 010,Phase 0 Grantee 110,"Section 3, Block 1, Raven Forest Survey, Walker County, Texas",1/33,Deterministic import stress row 02143
T04,Royalty Deed 02144,2004-08-16,phase0/import-stress/T04/image-02144.pdf,444,145,P0-02144,2004-08-17,2004-08-16,Phase 0 Grantor 011,Phase 0 Grantee 111,"Section 4, Block 2, Raven Forest Survey, Walker County, Texas",1/34,Deterministic import stress row 02144
T05,Oil and Gas Lease 02145,2005-09-17,phase0/import-stress/T05/image-02145.pdf,445,146,P0-02145,2005-09-18,2005-09-17,Phase 0 Grantor 012,Phase 0 Grantee 112,"Section 5, Block 3, Raven Forest Survey, Walker County, Texas",1/35,Deterministic import stress row 02145
T06,Assignment 02146,2006-10-18,phase0/import-stress/T06/image-02146.pdf,446,147,P0-02146,2006-10-19,2006-10-18,Phase 0 Grantor 013,Phase 0 Grantee 113,"Section 6, Block 4, Raven Forest Survey, Walker County, Texas",1/36,Deterministic import stress row 02146
T07,Ratification 02147,2007-11-19,phase0/import-stress/T07/image-02147.pdf,447,148,P0-02147,2007-11-20,2007-11-19,Phase 0 Grantor 014,Phase 0 Grantee 001,"Section 7, Block 5, Raven Forest Survey, Walker County, Texas",1/37,Deterministic import stress row 02147
T08,Warranty Deed 02148,2008-12-20,phase0/import-stress/T08/image-02148.pdf,448,149,P0-02148,2008-12-21,2008-12-20,Phase 0 Grantor 015,Phase 0 Grantee 002,"Section 8, Block 6, Raven Forest Survey, Walker County, Texas",1/38,Deterministic import stress row 02148
T09,Mineral Deed 02149,2009-01-21,phase0/import-stress/T09/image-02149.pdf,449,150,P0-02149,2009-01-22,2009-01-21,Phase 0 Grantor 016,Phase 0 Grantee 003,"Section 9, Block 7, Raven Forest Survey, Walker County, Texas",1/39,Deterministic import stress row 02149
T10,Royalty Deed 02150,2010-02-22,phase0/import-stress/T10/image-02150.pdf,450,151,P0-02150,2010-02-23,2010-02-22,Phase 0 Grantor 017,Phase 0 Grantee 004,"Section 10, Block 1, Raven Forest Survey, Walker County, Texas",1/40,Deterministic import stress row 02150
T01,Oil and Gas Lease 02151,2011-03-23,phase0/import-stress/T01/image-02151.pdf,451,152,P0-02151,2011-03-24,2011-03-23,Phase 0 Grantor 018,Phase 0 Grantee 005,"Section 1, Block 2, Raven Forest Survey, Walker County, Texas",1/41,Deterministic import stress row 02151
T02,Assignment 02152,2012-04-24,phase0/import-stress/T02/image-02152.pdf,452,153,P0-02152,2012-04-25,2012-04-24,Phase 0 Grantor 019,Phase 0 Grantee 006,"Section 2, Block 3, Raven Forest Survey, Walker County, Texas",1/42,Deterministic import stress row 02152
T03,Ratification 02153,2013-05-25,phase0/import-stress/T03/image-02153.pdf,453,154,P0-02153,2013-05-26,2013-05-25,Phase 0 Grantor 020,Phase 0 Grantee 007,"Section 3, Block 4, Raven Forest Survey, Walker County, Texas",1/43,Deterministic import stress row 02153
T04,Warranty Deed 02154,2014-06-26,phase0/import-stress/T04/image-02154.pdf,454,155,P0-02154,2014-06-27,2014-06-26,Phase 0 Grantor 021,Phase 0 Grantee 008,"Section 4, Block 5, Raven Forest Survey, Walker County, Texas",1/44,Deterministic import stress row 02154
T05,Mineral Deed 02155,2015-07-27,phase0/import-stress/T05/image-02155.pdf,455,156,P0-02155,2015-07-28,2015-07-27,Phase 0 Grantor 022,Phase 0 Grantee 009,"Section 5, Block 6, Raven Forest Survey, Walker County, Texas",1/45,Deterministic import stress row 02155
T06,Royalty Deed 02156,2016-08-28,phase0/import-stress/T06/image-02156.pdf,456,157,P0-02156,2016-08-01,2016-08-28,Phase 0 Grantor 023,Phase 0 Grantee 010,"Section 6, Block 7, Raven Forest Survey, Walker County, Texas",1/46,Deterministic import stress row 02156
T07,Oil and Gas Lease 02157,2017-09-01,phase0/import-stress/T07/image-02157.pdf,457,158,P0-02157,2017-09-02,2017-09-01,Phase 0 Grantor 024,Phase 0 Grantee 011,"Section 7, Block 1, Raven Forest Survey, Walker County, Texas",1/47,Deterministic import stress row 02157
T08,Assignment 02158,2018-10-02,phase0/import-stress/T08/image-02158.pdf,458,159,P0-02158,2018-10-03,2018-10-02,Phase 0 Grantor 025,Phase 0 Grantee 012,"Section 8, Block 2, Raven Forest Survey, Walker County, Texas",1/48,Deterministic import stress row 02158
T09,Ratification 02159,2019-11-03,phase0/import-stress/T09/image-02159.pdf,459,160,P0-02159,2019-11-04,2019-11-03,Phase 0 Grantor 026,Phase 0 Grantee 013,"Section 9, Block 3, Raven Forest Survey, Walker County, Texas",1/49,Deterministic import stress row 02159
T10,Warranty Deed 02160,1980-12-04,phase0/import-stress/T10/image-02160.pdf,460,161,P0-02160,1980-12-05,1980-12-04,Phase 0 Grantor 027,Phase 0 Grantee 014,"Section 10, Block 4, Raven Forest Survey, Walker County, Texas",1/2,Deterministic import stress row 02160
T01,Mineral Deed 02161,1981-01-05,phase0/import-stress/T01/image-02161.pdf,461,162,P0-02161,1981-01-06,1981-01-05,Phase 0 Grantor 028,Phase 0 Grantee 015,"Section 1, Block 5, Raven Forest Survey, Walker County, Texas",1/3,Deterministic import stress row 02161
T02,Royalty Deed 02162,1982-02-06,phase0/import-stress/T02/image-02162.pdf,462,163,P0-02162,1982-02-07,1982-02-06,Phase 0 Grantor 029,Phase 0 Grantee 016,"Section 2, Block 6, Raven Forest Survey, Walker County, Texas",1/4,Deterministic import stress row 02162
T03,Oil and Gas Lease 02163,1983-03-07,phase0/import-stress/T03/image-02163.pdf,463,164,P0-02163,1983-03-08,1983-03-07,Phase 0 Grantor 030,Phase 0 Grantee 017,"Section 3, Block 7, Raven Forest Survey, Walker County, Texas",1/5,Deterministic import stress row 02163
T04,Assignment 02164,1984-04-08,phase0/import-stress/T04/image-02164.pdf,464,165,P0-02164,1984-04-09,1984-04-08,Phase 0 Grantor 031,Phase 0 Grantee 018,"Section 4, Block 1, Raven Forest Survey, Walker County, Texas",1/6,Deterministic import stress row 02164
T05,Ratification 02165,1985-05-09,phase0/import-stress/T05/image-02165.pdf,465,166,P0-02165,1985-05-10,1985-05-09,Phase 0 Grantor 032,Phase 0 Grantee 019,"Section 5, Block 2, Raven Forest Survey, Walker County, Texas",1/7,Deterministic import stress row 02165
T06,Warranty Deed 02166,1986-06-10,phase0/import-stress/T06/image-02166.pdf,466,167,P0-02166,1986-06-11,1986-06-10,Phase 0 Grantor 033,Phase 0 Grantee 020,"Section 6, Block 3, Raven Forest Survey, Walker County, Texas",1/8,Deterministic import stress row 02166
T07,Mineral Deed 02167,1987-07-11,phase0/import-stress/T07/image-02167.pdf,467,168,P0-02167,1987-07-12,1987-07-11,Phase 0 Grantor 034,Phase 0 Grantee 021,"Section 7, Block 4, Raven Forest Survey, Walker County, Texas",1/9,Deterministic import stress row 02167
T08,Royalty Deed 02168,1988-08-12,phase0/import-stress/T08/image-02168.pdf,468,169,P0-02168,1988-08-13,1988-08-12,Phase 0 Grantor 035,Phase 0 Grantee 022,"Section 8, Block 5, Raven Forest Survey, Walker County, Texas",1/10,Deterministic import stress row 02168
T09,Oil and Gas Lease 02169,1989-09-13,phase0/import-stress/T09/image-02169.pdf,469,170,P0-02169,1989-09-14,1989-09-13,Phase 0 Grantor 036,Phase 0 Grantee 023,"Section 9, Block 6, Raven Forest Survey, Walker County, Texas",1/11,Deterministic import stress row 02169
T10,Assignment 02170,1990-10-14,phase0/import-stress/T10/image-02170.pdf,470,171,P0-02170,1990-10-15,1990-10-14,Phase 0 Grantor 037,Phase 0 Grantee 024,"Section 10, Block 7, Raven Forest Survey, Walker County, Texas",1/12,Deterministic import stress row 02170
T01,Ratification 02171,1991-11-15,phase0/import-stress/T01/image-02171.pdf,471,172,P0-02171,1991-11-16,1991-11-15,Phase 0 Grantor 038,Phase 0 Grantee 025,"Section 1, Block 1, Raven Forest Survey, Walker County, Texas",1/13,Deterministic import stress row 02171
T02,Warranty Deed 02172,1992-12-16,phase0/import-stress/T02/image-02172.pdf,472,173,P0-02172,1992-12-17,1992-12-16,Phase 0 Grantor 039,Phase 0 Grantee 026,"Section 2, Block 2, Raven Forest Survey, Walker County, Texas",1/14,Deterministic import stress row 02172
T03,Mineral Deed 02173,1993-01-17,phase0/import-stress/T03/image-02173.pdf,473,174,P0-02173,1993-01-18,1993-01-17,Phase 0 Grantor 040,Phase 0 Grantee 027,"Section 3, Block 3, Raven Forest Survey, Walker County, Texas",1/15,Deterministic import stress row 02173
T04,Royalty Deed 02174,1994-02-18,phase0/import-stress/T04/image-02174.pdf,474,175,P0-02174,1994-02-19,1994-02-18,Phase 0 Grantor 041,Phase 0 Grantee 028,"Section 4, Block 4, Raven Forest Survey, Walker County, Texas",1/16,Deterministic import stress row 02174
T05,Oil and Gas Lease 02175,1995-03-19,phase0/import-stress/T05/image-02175.pdf,475,176,P0-02175,1995-03-20,1995-03-19,Phase 0 Grantor 042,Phase 0 Grantee 029,"Section 5, Block 5, Raven Forest Survey, Walker County, Texas",1/17,Deterministic import stress row 02175
T06,Assignment 02176,1996-04-20,phase0/import-stress/T06/image-02176.pdf,476,177,P0-02176,1996-04-21,1996-04-20,Phase 0 Grantor 043,Phase 0 Grantee 030,"Section 6, Block 6, Raven Forest Survey, Walker County, Texas",1/18,Deterministic import stress row 02176
T07,Ratification 02177,1997-05-21,phase0/import-stress/T07/image-02177.pdf,477,178,P0-02177,1997-05-22,1997-05-21,Phase 0 Grantor 044,Phase 0 Grantee 031,"Section 7, Block 7, Raven Forest Survey, Walker County, Texas",1/19,Deterministic import stress row 02177
T08,Warranty Deed 02178,1998-06-22,phase0/import-stress/T08/image-02178.pdf,478,179,P0-02178,1998-06-23,1998-06-22,Phase 0 Grantor 045,Phase 0 Grantee 032,"Section 8, Block 1, Raven Forest Survey, Walker County, Texas",1/20,Deterministic import stress row 02178
T09,Mineral Deed 02179,1999-07-23,phase0/import-stress/T09/image-02179.pdf,479,180,P0-02179,1999-07-24,1999-07-23,Phase 0 Grantor 046,Phase 0 Grantee 033,"Section 9, Block 2, Raven Forest Survey, Walker County, Texas",1/21,Deterministic import stress row 02179
T10,Royalty Deed 02180,2000-08-24,phase0/import-stress/T10/image-02180.pdf,480,181,P0-02180,2000-08-25,2000-08-24,Phase 0 Grantor 047,Phase 0 Grantee 034,"Section 10, Block 3, Raven Forest Survey, Walker County, Texas",1/22,Deterministic import stress row 02180
T01,Oil and Gas Lease 02181,2001-09-25,phase0/import-stress/T01/image-02181.pdf,481,182,P0-02181,2001-09-26,2001-09-25,Phase 0 Grantor 048,Phase 0 Grantee 035,"Section 1, Block 4, Raven Forest Survey, Walker County, Texas",1/23,Deterministic import stress row 02181
T02,Assignment 02182,2002-10-26,phase0/import-stress/T02/image-02182.pdf,482,183,P0-02182,2002-10-27,2002-10-26,Phase 0 Grantor 049,Phase 0 Grantee 036,"Section 2, Block 5, Raven Forest Survey, Walker County, Texas",1/24,Deterministic import stress row 02182
T03,Ratification 02183,2003-11-27,phase0/import-stress/T03/image-02183.pdf,483,184,P0-02183,2003-11-28,2003-11-27,Phase 0 Grantor 050,Phase 0 Grantee 037,"Section 3, Block 6, Raven Forest Survey, Walker County, Texas",1/25,Deterministic import stress row 02183
T04,Warranty Deed 02184,2004-12-28,phase0/import-stress/T04/image-02184.pdf,484,185,P0-02184,2004-12-01,2004-12-28,Phase 0 Grantor 051,Phase 0 Grantee 038,"Section 4, Block 7, Raven Forest Survey, Walker County, Texas",1/26,Deterministic import stress row 02184
T05,Mineral Deed 02185,2005-01-01,phase0/import-stress/T05/image-02185.pdf,485,186,P0-02185,2005-01-02,2005-01-01,Phase 0 Grantor 052,Phase 0 Grantee 039,"Section 5, Block 1, Raven Forest Survey, Walker County, Texas",1/27,Deterministic import stress row 02185
T06,Royalty Deed 02186,2006-02-02,phase0/import-stress/T06/image-02186.pdf,486,187,P0-02186,2006-02-03,2006-02-02,Phase 0 Grantor 053,Phase 0 Grantee 040,"Section 6, Block 2, Raven Forest Survey, Walker County, Texas",1/28,Deterministic import stress row 02186
T07,Oil and Gas Lease 02187,2007-03-03,phase0/import-stress/T07/image-02187.pdf,487,188,P0-02187,2007-03-04,2007-03-03,Phase 0 Grantor 054,Phase 0 Grantee 041,"Section 7, Block 3, Raven Forest Survey, Walker County, Texas",1/29,Deterministic import stress row 02187
T08,Assignment 02188,2008-04-04,phase0/import-stress/T08/image-02188.pdf,488,189,P0-02188,2008-04-05,2008-04-04,Phase 0 Grantor 055,Phase 0 Grantee 042,"Section 8, Block 4, Raven Forest Survey, Walker County, Texas",1/30,Deterministic import stress row 02188
T09,Ratification 02189,2009-05-05,phase0/import-stress/T09/image-02189.pdf,489,190,P0-02189,2009-05-06,2009-05-05,Phase 0 Grantor 056,Phase 0 Grantee 043,"Section 9, Block 5, Raven Forest Survey, Walker County, Texas",1/31,Deterministic import stress row 02189
T10,Warranty Deed 02190,2010-06-06,phase0/import-stress/T10/image-02190.pdf,490,191,P0-02190,2010-06-07,2010-06-06,Phase 0 Grantor 057,Phase 0 Grantee 044,"Section 10, Block 6, Raven Forest Survey, Walker County, Texas",1/32,Deterministic import stress row 02190
T01,Mineral Deed 02191,2011-07-07,phase0/import-stress/T01/image-02191.pdf,491,192,P0-02191,2011-07-08,2011-07-07,Phase 0 Grantor 058,Phase 0 Grantee 045,"Section 1, Block 7, Raven Forest Survey, Walker County, Texas",1/33,Deterministic import stress row 02191
T02,Royalty Deed 02192,2012-08-08,phase0/import-stress/T02/image-02192.pdf,492,193,P0-02192,2012-08-09,2012-08-08,Phase 0 Grantor 059,Phase 0 Grantee 046,"Section 2, Block 1, Raven Forest Survey, Walker County, Texas",1/34,Deterministic import stress row 02192
T03,Oil and Gas Lease 02193,2013-09-09,phase0/import-stress/T03/image-02193.pdf,493,194,P0-02193,2013-09-10,2013-09-09,Phase 0 Grantor 060,Phase 0 Grantee 047,"Section 3, Block 2, Raven Forest Survey, Walker County, Texas",1/35,Deterministic import stress row 02193
T04,Assignment 02194,2014-10-10,phase0/import-stress/T04/image-02194.pdf,494,195,P0-02194,2014-10-11,2014-10-10,Phase 0 Grantor 061,Phase 0 Grantee 048,"Section 4, Block 3, Raven Forest Survey, Walker County, Texas",1/36,Deterministic import stress row 02194
T05,Ratification 02195,2015-11-11,phase0/import-stress/T05/image-02195.pdf,495,196,P0-02195,2015-11-12,2015-11-11,Phase 0 Grantor 062,Phase 0 Grantee 049,"Section 5, Block 4, Raven Forest Survey, Walker County, Texas",1/37,Deterministic import stress row 02195
T06,Warranty Deed 02196,2016-12-12,phase0/import-stress/T06/image-02196.pdf,496,197,P0-02196,2016-12-13,2016-12-12,Phase 0 Grantor 063,Phase 0 Grantee 050,"Section 6, Block 5, Raven Forest Survey, Walker County, Texas",1/38,Deterministic import stress row 02196
T07,Mineral Deed 02197,2017-01-13,phase0/import-stress/T07/image-02197.pdf,497,198,P0-02197,2017-01-14,2017-01-13,Phase 0 Grantor 064,Phase 0 Grantee 051,"Section 7, Block 6, Raven Forest Survey, Walker County, Texas",1/39,Deterministic import stress row 02197
T08,Royalty Deed 02198,2018-02-14,phase0/import-stress/T08/image-02198.pdf,498,199,P0-02198,2018-02-15,2018-02-14,Phase 0 Grantor 065,Phase 0 Grantee 052,"Section 8, Block 7, Raven Forest Survey, Walker County, Texas",1/40,Deterministic import stress row 02198
T09,Oil and Gas Lease 02199,2019-03-15,phase0/import-stress/T09/image-02199.pdf,499,200,P0-02199,2019-03-16,2019-03-15,Phase 0 Grantor 066,Phase 0 Grantee 053,"Section 9, Block 1, Raven Forest Survey, Walker County, Texas",1/41,Deterministic import stress row 02199
T10,Assignment 02200,1980-04-16,phase0/import-stress/T10/image-02200.pdf,500,201,P0-02200,1980-04-17,1980-04-16,Phase 0 Grantor 067,Phase 0 Grantee 054,"Section 10, Block 2, Raven Forest Survey, Walker County, Texas",1/42,Deterministic import stress row 02200
T01,Ratification 02201,1981-05-17,phase0/import-stress/T01/image-02201.pdf,501,202,P0-02201,1981-05-18,1981-05-17,Phase 0 Grantor 068,Phase 0 Grantee 055,"Section 1, Block 3, Raven Forest Survey, Walker County, Texas",1/43,Deterministic import stress row 02201
T02,Warranty Deed 02202,1982-06-18,phase0/import-stress/T02/image-02202.pdf,502,203,P0-02202,1982-06-19,1982-06-18,Phase 0 Grantor 069,Phase 0 Grantee 056,"Section 2, Block 4, Raven Forest Survey, Walker County, Texas",1/44,Deterministic import stress row 02202
T03,Mineral Deed 02203,1983-07-19,phase0/import-stress/T03/image-02203.pdf,503,204,P0-02203,1983-07-20,1983-07-19,Phase 0 Grantor 070,Phase 0 Grantee 057,"Section 3, Block 5, Raven Forest Survey, Walker County, Texas",1/45,Deterministic import stress row 02203
T04,Royalty Deed 02204,1984-08-20,phase0/import-stress/T04/image-02204.pdf,504,205,P0-02204,1984-08-21,1984-08-20,Phase 0 Grantor 071,Phase 0 Grantee 058,"Section 4, Block 6, Raven Forest Survey, Walker County, Texas",1/46,Deterministic import stress row 02204
T05,Oil and Gas Lease 02205,1985-09-21,phase0/import-stress/T05/image-02205.pdf,505,206,P0-02205,1985-09-22,1985-09-21,Phase 0 Grantor 072,Phase 0 Grantee 059,"Section 5, Block 7, Raven Forest Survey, Walker County, Texas",1/47,Deterministic import stress row 02205
T06,Assignment 02206,1986-10-22,phase0/import-stress/T06/image-02206.pdf,506,207,P0-02206,1986-10-23,1986-10-22,Phase 0 Grantor 073,Phase 0 Grantee 060,"Section 6, Block 1, Raven Forest Survey, Walker County, Texas",1/48,Deterministic import stress row 02206
T07,Ratification 02207,1987-11-23,phase0/import-stress/T07/image-02207.pdf,507,208,P0-02207,1987-11-24,1987-11-23,Phase 0 Grantor 074,Phase 0 Grantee 061,"Section 7, Block 2, Raven Forest Survey, Walker County, Texas",1/49,Deterministic import stress row 02207
T08,Warranty Deed 02208,1988-12-24,phase0/import-stress/T08/image-02208.pdf,508,209,P0-02208,1988-12-25,1988-12-24,Phase 0 Grantor 075,Phase 0 Grantee 062,"Section 8, Block 3, Raven Forest Survey, Walker County, Texas",1/2,Deterministic import stress row 02208
T09,Mineral Deed 02209,1989-01-25,phase0/import-stress/T09/image-02209.pdf,509,210,P0-02209,1989-01-26,1989-01-25,Phase 0 Grantor 076,Phase 0 Grantee 063,"Section 9, Block 4, Raven Forest Survey, Walker County, Texas",1/3,Deterministic import stress row 02209
T10,Royalty Deed 02210,1990-02-26,phase0/import-stress/T10/image-02210.pdf,510,211,P0-02210,1990-02-27,1990-02-26,Phase 0 Grantor 077,Phase 0 Grantee 064,"Section 10, Block 5, Raven Forest Survey, Walker County, Texas",1/4,Deterministic import stress row 02210
